StartInd	EndInd	SleepStage	RunNb
128817	436017	N1	0
586010	893210	N2	0
893210	1200410	N2	0
1200410	1507610	N2	0
1507610	1814810	N2	0
1814810	2122010	N2	0
2279113	2586313	N3	1
2586313	2893513	N3	2
2893513	3200713	N3	3
3200713	3507913	N3	4
3687528	3994728	REM	0
3994728	4301928	REM	0
4301928	4609128	REM	0
4609128	4916328	REM	0
5057139	5364339	N2	0
5364339	5671539	N2	0
5671539	5978739	N2	0
5978739	6285939	N2	0
6285939	6593139	N2	0
6593139	6900339	N2	0
6992230	7299430	Awake	0
